Gene,log2FoldChange,pvalue,padj,logpvalue,significance
ACER3,-0.1329,0.513,0.9994,0.289882635,Not Significant
CAPN5,-0.1492,0.5601,0.9994,0.251734427,Not Significant
MYO7A,0.09024,0.8127,0.9994,0.09006974,Not Significant
PAK1,-0.01117,0.9716,0.9994,0.012512494,Not Significant
AQP11,0.1676,0.4827,0.9994,0.316322701,Not Significant
CLNS1A,-0.1422,0.3644,0.9994,0.438421632,Not Significant
RSF1,-0.07371,0.7299,0.9994,0.136736636,Not Significant
C11orf67,-0.2839,0.2968,0.9994,0.527536103,Not Significant
INTS4,-0.1261,0.6322,0.9994,0.199145508,Not Significant
THRSP,0.3731,0.3112,0.9994,0.506960412,Not Significant
NDUFC2,0.1229,0.605,0.9994,0.218244625,Not Significant
ALG8,-0.0655,0.7925,0.9994,0.101000729,Not Significant
KCTD21,0.126,0.6611,0.9994,0.179732843,Not Significant
GAB2,-0.07026,0.8517,0.9994,0.069713353,Not Significant
NARS2,0.2793,0.209,0.9994,0.679853714,Not Significant
ODZ4,-0.08203,0.6484,0.9994,0.188156994,Not Significant
PRCP,-0.1375,0.5277,0.9994,0.277612906,Not Significant
C11orf82,-0.1636,0.6426,0.9994,0.192059279,Not Significant
RAB30,0.0134,0.97,0.9994,0.013228266,Not Significant
LOC100506233,0.3033,0.147,0.9994,0.832682665,Not Significant
PCF11,0.05377,0.6104,0.9994,0.214385475,Not Significant
ANKRD42,0.05358,0.8483,0.9994,0.071450533,Not Significant
CCDC90B,0.2204,0.2651,0.9994,0.576590272,Not Significant
TMEM126B,-0.1864,0.3067,0.9994,0.513286224,Not Significant
TMEM126A,-0.05257,0.8352,0.9994,0.078209514,Not Significant
CREBZF,-0.06849,0.8503,0.9994,0.070427821,Not Significant
CCDC89,-0.07478,0.8351,0.9994,0.078261516,Not Significant
SYTL2,0.02151,0.9542,0.9994,0.020360588,Not Significant
PICALM,-0.0647,0.6172,0.9994,0.209574083,Not Significant
EED,0.1795,0.4391,0.9994,0.357436563,Not Significant
C11orf73,-0.03854,0.8494,0.9994,0.070887743,Not Significant
CCDC81,0.1369,0.6828,0.9994,0.165706488,Not Significant
ME3,-0.327,0.3823,0.9994,0.417595702,Not Significant
LOC100506368,0.1662,0.6665,0.9994,0.176199846,Not Significant
TMEM135,-0.3062,0.2292,0.9994,0.639785387,Not Significant
RAB38,-0.2558,0.513,0.9994,0.289882635,Not Significant
NAALAD2,-0.0373,0.9116,0.9994,0.040195683,Not Significant
CHORDC1,-0.1283,0.6889,0.9994,0.161843815,Not Significant
FAT3,0.2038,0.4144,0.9994,0.382580253,Not Significant
MTNR1B,0.2237,0.5684,0.9994,0.245345931,Not Significant
SLC36A4,0.09313,0.5592,0.9994,0.252432837,Not Significant
CCDC67,-0.3146,0.4145,0.9994,0.382475465,Not Significant
C11orf75,-0.1873,0.5554,0.9994,0.255394125,Not Significant
KIAA1731,-0.1542,0.3948,0.9994,0.403622856,Not Significant
SCARNA9,-0.05934,0.8797,0.9994,0.055665408,Not Significant
SNORA32,-0.02032,0.9578,0.9994,0.018725167,Not Significant
SNORA1,-0.2419,0.4436,0.9994,0.353008463,Not Significant
SNORA18,-0.1638,0.6741,0.9994,0.171275673,Not Significant
SNORA40,-0.2642,0.4976,0.9994,0.303119628,Not Significant
TAF1D,-0.3161,0.4068,0.9994,0.390619056,Not Significant
C11orf54,-0.03863,0.8815,0.9994,0.054777683,Not Significant
MED17,0.01728,0.9447,0.9994,0.024706085,Not Significant
VSTM5,0.2131,0.5822,0.9994,0.234927799,Not Significant
PANX1,0.3055,0.226,0.9994,0.645891561,Not Significant
MRE11A,-0.2785,0.1554,0.9994,0.808548986,Not Significant
ANKRD49,0.06954,0.6847,0.9994,0.164499672,Not Significant
LOC643037,0.36,0.2991,0.9994,0.524183587,Not Significant
FUT4,-0.04672,0.8851,0.9994,0.053007659,Not Significant
PIWIL4,-0.5731,0.1415,0.9994,0.84924356,Not Significant
AMOTL1,-0.1647,0.3387,0.9994,0.470184803,Not Significant
CWC15,-0.05847,0.7591,0.9994,0.119701009,Not Significant
KDM4D,0.2532,0.3466,0.9994,0.460171442,Not Significant
SRSF8,0.0634,0.6875,0.9994,0.162727297,Not Significant
SESN3,-0.08749,0.5247,0.9994,0.280088936,Not Significant
FAM76B,0.02505,0.9212,0.9994,0.035646071,Not Significant
MAML2,-0.04128,0.8446,0.9994,0.073348923,Not Significant
JRKL,-0.05307,0.8311,0.9994,0.080346718,Not Significant
CNTN5,0.2822,0.2282,0.9994,0.64168436,Not Significant
ARHGAP42,-0.1564,0.5995,0.9994,0.222210813,Not Significant
TMEM133,-0.1756,0.6177,0.9994,0.209222399,Not Significant
TRPC6,-0.5265,0.1725,0.9994,0.763210901,Not Significant
KIAA1377,0.09864,0.7466,0.9994,0.126912014,Not Significant
C11orf70,0.2986,0.4409,0.9994,0.355659901,Not Significant
YAP1,-0.1249,0.6492,0.9994,0.187621489,Not Significant
BIRC3,-0.2972,0.4385,0.9994,0.358030402,Not Significant
BIRC2,0.03408,0.7786,0.9994,0.108685601,Not Significant
TMEM123,-0.2265,0.2943,0.9994,0.531209738,Not Significant
MMP1,-0.2333,0.5513,0.9994,0.258612008,Not Significant
DCUN1D5,0.1541,0.3157,0.9994,0.500725418,Not Significant
DYNC2H1,-0.1875,0.5503,0.9994,0.259400487,Not Significant
PDGFD,0.2817,0.32,0.9994,0.494850022,Not Significant
GRIA4,0.06843,0.8327,0.9994,0.079511435,Not Significant
AASDHPPT,0.2491,0.1804,0.9994,0.743763467,Not Significant
GUCY1A2,-0.005105,0.9882,0.9994,0.00515515,Not Significant
CWF19L2,-0.1558,0.5436,0.9994,0.264720552,Not Significant
ALKBH8,-0.04012,0.8111,0.9994,0.090925599,Not Significant
ELMOD1,0.4057,0.2062,0.9994,0.685711339,Not Significant
LOC643923,0.3014,0.442,0.9994,0.354577731,Not Significant
SLC35F2,-0.01213,0.9579,0.9994,0.018679827,Not Significant
RAB39A,-0.02914,0.9366,0.9994,0.028445847,Not Significant
CUL5,0.1087,0.4506,0.9994,0.346208813,Not Significant
ACAT1,-0.08608,0.7869,0.9994,0.104080455,Not Significant
NPAT,0.1295,0.4307,0.9994,0.365825128,Not Significant
ATM,-0.1609,0.4077,0.9994,0.389659289,Not Significant
C11orf65,0.4931,0.1706,0.9994,0.768020973,Not Significant
DDX10,-0.07898,0.6537,0.9994,0.184621515,Not Significant
C11orf87,0.00989,0.9741,0.9994,0.011396457,Not Significant
ZC3H12C,0.128,0.5493,0.9994,0.260190401,Not Significant
RDX,-0.2396,0.3163,0.9994,0.499900808,Not Significant
FDX1,0.005941,0.9847,0.9994,0.006696062,Not Significant
ARHGAP20,0.04388,0.8887,0.9994,0.05124482,Not Significant
C11orf92,-0.4058,0.2887,0.9994,0.539553216,Not Significant
C11orf93,0.1097,0.7759,0.9994,0.110194248,Not Significant
C11orf88,0.3125,0.4101,0.9994,0.387110231,Not Significant
SIK2,0.1376,0.4461,0.9994,0.350567777,Not Significant
PPP2R1B,-0.09565,0.6427,0.9994,0.1919917,Not Significant
ALG9,0.0345,0.8487,0.9994,0.071245798,Not Significant
FDXACB1,0.4369,0.1211,0.9994,0.916855857,Not Significant
C11orf1,-0.08211,0.7695,0.9994,0.113791376,Not Significant
HSPB2,-0.1394,0.7193,0.9994,0.14308994,Not Significant
DIXDC1,0.1338,0.3473,0.9994,0.459295217,Not Significant
DLAT,0.1587,0.5391,0.9994,0.268330668,Not Significant
PIH1D2,0.1665,0.663,0.9994,0.178486472,Not Significant
C11orf57,0.017,0.9448,0.9994,0.024660115,Not Significant
TIMM8B,0.078,0.6943,0.9994,0.158452835,Not Significant
SDHD,-0.005932,0.9767,0.9994,0.010238812,Not Significant
BCO2,0.0645,0.8549,0.9994,0.068084683,Not Significant
PTS,0.2116,0.1863,0.9994,0.729787145,Not Significant
NCAM1,0.0745,0.7995,0.9994,0.097181532,Not Significant
LOC100288346,0.1361,0.7086,0.9994,0.149598852,Not Significant
TTC12,0.04984,0.8958,0.9994,0.047788942,Not Significant
ANKK1,-0.2384,0.5347,0.9994,0.271889816,Not Significant
DRD2,-0.4285,0.245,0.9994,0.610833916,Not Significant
TMPRSS5,-0.2794,0.344,0.9994,0.463441557,Not Significant
ZW10,-0.07936,0.7046,0.9994,0.152057361,Not Significant
USP28,-0.2372,0.2863,0.9994,0.543178652,Not Significant
HTR3A,-0.05696,0.8794,0.9994,0.055813539,Not Significant
ZBTB16,-0.03682,0.9236,0.9994,0.034516076,Not Significant
C11orf71,0.2682,0.1389,0.9994,0.857297754,Not Significant
RBM7,-0.1462,0.303,0.9994,0.518557371,Not Significant
REXO2,-0.429,0.1343,0.9994,0.871923987,Not Significant
CADM1,-0.255,0.1251,0.9994,0.90274269,Not Significant
LOC283143,0.009232,0.9804,0.9994,0.008596697,Not Significant
BUD13,-0.06508,0.7468,0.9994,0.126795691,Not Significant
ZNF259,-0.09416,0.6286,0.9994,0.201625623,Not Significant
APOA1,0.1315,0.737,0.9994,0.132532512,Not Significant
SIK3,0.05304,0.6374,0.9994,0.195587941,Not Significant
PAFAH1B2,0.1606,0.2738,0.9994,0.562566556,Not Significant
SIDT2,-0.04153,0.8021,0.9994,0.095771484,Not Significant
LOC100652768,0.1699,0.63,0.9994,0.200659451,Not Significant
PCSK7,0.01846,0.9275,0.9994,0.032686082,Not Significant
RNF214,-0.121,0.6415,0.9994,0.192803339,Not Significant
BACE1,-0.06062,0.6438,0.9994,0.191249028,Not Significant
BACE1-AS,0.02243,0.9365,0.9994,0.028492218,Not Significant
CEP164,-0.1373,0.5423,0.9994,0.265760396,Not Significant
FXYD6,-0.01369,0.9397,0.9994,0.027010773,Not Significant
TMPRSS13,-0.5344,0.1731,0.9994,0.761702932,Not Significant
IL10RA,0.2456,0.5049,0.9994,0.296794629,Not Significant
SCN4B,-0.3744,0.3393,0.9994,0.46941614,Not Significant
SCN2B,-0.3112,0.4245,0.9994,0.372122305,Not Significant
MPZL3,-0.1031,0.7824,0.9994,0.106571158,Not Significant
MPZL2,-0.061,0.8663,0.9994,0.062331686,Not Significant
UBE4A,0.03913,0.8322,0.9994,0.079772289,Not Significant
ATP5L,-0.1468,0.4921,0.9994,0.307946635,Not Significant
MLL,0.1056,0.7412,0.9994,0.130064589,Not Significant
TTC36,0.3231,0.2427,0.9994,0.614930224,Not Significant
TMEM25,0.02946,0.8531,0.9994,0.069000058,Not Significant
IFT46,0.2197,0.4054,0.9994,0.392116256,Not Significant
ARCN1,-0.09989,0.5964,0.9994,0.224462365,Not Significant
PHLDB1,-0.01841,0.9166,0.9994,0.037820147,Not Significant
TREH,-0.03106,0.9326,0.9994,0.030304589,Not Significant
DDX6,0.05078,0.6432,0.9994,0.191653964,Not Significant
UPK2,-0.4823,0.1695,0.9994,0.770830297,Not Significant
CCDC84,-0.09434,0.7207,0.9994,0.142245478,Not Significant
RPL23AP64,-0.3183,0.4015,0.9994,0.39631445,Not Significant
RPS25,-0.2808,0.3451,0.9994,0.462055041,Not Significant
TRAPPC4,0.2489,0.2567,0.9994,0.590574131,Not Significant
SLC37A4,-0.225,0.368,0.9994,0.434152181,Not Significant
HYOU1,-0.2065,0.3992,0.9994,0.398809467,Not Significant
VPS11,-0.08667,0.4283,0.9994,0.368251926,Not Significant
HMBS,-0.01725,0.9475,0.9994,0.023420781,Not Significant
H2AFX,-0.2567,0.303,0.9994,0.518557371,Not Significant
DPAGT1,0.106,0.5157,0.9994,0.287602869,Not Significant
C2CD2L,0.2275,0.4943,0.9994,0.30600939,Not Significant
HINFP,0.1137,0.668,0.9994,0.175223538,Not Significant
ABCG4,0.4216,0.2401,0.9994,0.61960784,Not Significant
NLRX1,0.09641,0.7425,0.9994,0.129303542,Not Significant
CCDC153,0.3149,0.3717,0.9994,0.429807439,Not Significant
CBL,-0.06039,0.7931,0.9994,0.10067205,Not Significant
MCAM,0.503,0.1462,0.9994,0.835052627,Not Significant
RNF26,-0.1177,0.2114,0.9994,0.674895017,Not Significant
USP2,0.2265,0.4543,0.9994,0.342657263,Not Significant
LOC100499227,0.3821,0.2954,0.9994,0.529589509,Not Significant
THY1,-0.3293,0.3763,0.9994,0.424465782,Not Significant
PVRL1,0.357,0.1617,0.9994,0.79128998,Not Significant
TRIM29,0.09634,0.8048,0.9994,0.094312032,Not Significant
TMEM136,-0.1916,0.4032,0.9994,0.394479477,Not Significant
ARHGEF12,0.1751,0.276,0.9994,0.559090918,Not Significant
GRIK4,0.2084,0.4392,0.9994,0.357337669,Not Significant
TBCEL,0.009175,0.9318,0.9994,0.030677294,Not Significant
TECTA,0.1699,0.3273,0.9994,0.485053995,Not Significant
SC5DL,-0.1317,0.6248,0.9994,0.204258979,Not Significant
SORL1,0.2524,0.4737,0.9994,0.324496615,Not Significant
MIR100HG,0.09028,0.7583,0.9994,0.120158944,Not Significant
MIR125B1,0.05822,0.8722,0.9994,0.059383918,Not Significant
UBASH3B,0.414,0.187,0.9994,0.728158393,Not Significant
C11orf63,0.1177,0.7406,0.9994,0.130416292,Not Significant
LOC341056,-0.09427,0.6512,0.9994,0.186285608,Not Significant
HSPA8,-0.07239,0.7603,0.9994,0.11901501,Not Significant
CLMP,-0.09434,0.7919,0.9994,0.101329657,Not Significant
GRAMD1B,0.1895,0.4966,0.9994,0.303993285,Not Significant
SCN3B,0.3511,0.2866,0.9994,0.542723814,Not Significant
ZNF202,0.1094,0.4386,0.9994,0.357931373,Not Significant
VWA5A,0.06468,0.8089,0.9994,0.092105165,Not Significant
TBRG1,0.09922,0.3328,0.9994,0.477816682,Not Significant
SIAE,-0.127,0.616,0.9994,0.210419288,Not Significant
SPA17,0.1067,0.7748,0.9994,0.110810388,Not Significant
ESAM,-0.3978,0.3014,0.9994,0.520856752,Not Significant
C11orf61,-0.1307,0.344,0.9994,0.463441557,Not Significant
ROBO4,-0.1646,0.6656,0.9994,0.176786687,Not Significant
HEPACAM,0.3436,0.3725,0.9994,0.428873723,Not Significant
CCDC15,0.07595,0.7565,0.9994,0.121191068,Not Significant
SLC37A2,0.112,0.7689,0.9994,0.114130139,Not Significant
TMEM218,0.1141,0.7298,0.9994,0.136796141,Not Significant
FEZ1,0.2556,0.2454,0.9994,0.610125442,Not Significant
EI24,-0.1468,0.316,0.9994,0.500312917,Not Significant
STT3A,-0.3073,0.188,0.9994,0.725842151,Not Significant
CHEK1,-0.1344,0.6351,0.9994,0.197157887,Not Significant
ACRV1,-0.1012,0.7958,0.9994,0.099196065,Not Significant
HYLS1,0.3905,0.2178,0.9994,0.661942125,Not Significant
PUS3,-0.03861,0.7721,0.9994,0.112326448,Not Significant
DDX25,0.3368,0.2453,0.9994,0.610302452,Not Significant
CDON,-0.4438,0.1464,0.9994,0.834458923,Not Significant
RPUSD4,-0.2808,0.3071,0.9994,0.512720184,Not Significant
SRPR,-0.0445,0.855,0.9994,0.068033885,Not Significant
TIRAP,-0.006102,0.9799,0.9994,0.008818242,Not Significant
DCPS,-0.09532,0.6358,0.9994,0.196679476,Not Significant
ST3GAL4,-0.1807,0.3352,0.9994,0.47469599,Not Significant
KIRREL3-AS3,-0.2264,0.5494,0.9994,0.260111345,Not Significant
KCNJ5,-0.3,0.3578,0.9994,0.446359664,Not Significant
C11orf45,0.113,0.734,0.9994,0.13430394,Not Significant
TP53AIP1,0.4997,0.119,0.9994,0.924453039,Not Significant
ARHGAP32,0.1412,0.5683,0.9994,0.245422344,Not Significant
TMEM45B,-0.3038,0.4291,0.9994,0.367441485,Not Significant
NFRKB,-0.06889,0.6856,0.9994,0.163929191,Not Significant
PRDM10,-0.003936,0.9867,0.9994,0.005814872,Not Significant
LINC00167,0.1782,0.6432,0.9994,0.191653964,Not Significant
APLP2,-0.0788,0.5802,0.9994,0.236422276,Not Significant
ZBTB44,-0.07428,0.7272,0.9994,0.13834613,Not Significant
ADAMTS8,-0.539,0.1672,0.9994,0.776763727,Not Significant
SNX19,-0.1186,0.6135,0.9994,0.212185433,Not Significant
NTM,0.04204,0.8533,0.9994,0.068898254,Not Significant
OPCML,0.3146,0.386,0.9994,0.413412695,Not Significant
LOC283174,0.1776,0.6202,0.9994,0.207468238,Not Significant
IGSF9B,0.3815,0.2919,0.9994,0.534765905,Not Significant
LOC100128239,0.1676,0.6625,0.9994,0.178814117,Not Significant
JAM3,-0.324,0.1334,0.9994,0.87484417,Not Significant
NCAPD3,-0.1481,0.4933,0.9994,0.306888885,Not Significant
VPS26B,0.1048,0.3766,0.9994,0.424119684,Not Significant
THYN1,0.09933,0.5441,0.9994,0.264321274,Not Significant
ACAD8,0.1007,0.6155,0.9994,0.210771943,Not Significant
GLB1L3,0.2909,0.4357,0.9994,0.36081244,Not Significant
GLB1L2,-0.1054,0.725,0.9994,0.139661993,Not Significant
B3GAT1,0.33,0.2312,0.9994,0.63601217,Not Significant
LOC100288778,0.1494,0.6387,0.9994,0.194703084,Not Significant
IQSEC3,0.3757,0.2161,0.9994,0.665345233,Not Significant
LOC574538,0.3717,0.3366,0.9994,0.472885888,Not Significant
KDM5A,-0.02767,0.8762,0.9994,0.057396751,Not Significant
CCDC77,-0.1406,0.5314,0.9994,0.27457845,Not Significant
B4GALNT3,-0.5487,0.1151,0.9994,0.938924676,Not Significant
WNK1,-0.0902,0.6607,0.9994,0.179995693,Not Significant
RAD52,-0.1063,0.7744,0.9994,0.111034656,Not Significant
ERC1,-0.09398,0.702,0.9994,0.153662888,Not Significant
LOC100292680,0.0699,0.8564,0.9994,0.067323341,Not Significant
FBXL14,0.08668,0.5883,0.9994,0.230401152,Not Significant
WNT5B,-0.405,0.1715,0.9994,0.765735876,Not Significant
ADIPOR2,-0.1131,0.3348,0.9994,0.475214551,Not Significant
CACNA2D4,-0.3246,0.4014,0.9994,0.396422632,Not Significant
LRTM2,0.3996,0.2756,0.9994,0.559720787,Not Significant
DCP1B,-0.07572,0.6226,0.9994,0.205790884,Not Significant
CACNA1C,0.1173,0.6633,0.9994,0.178290003,Not Significant
LOC100652846,0.2046,0.5853,0.9994,0.232621476,Not Significant
FKBP4,-0.08247,0.7928,0.9994,0.100836359,Not Significant
ITFG2,-0.05364,0.7938,0.9994,0.100288905,Not Significant
NRIP2,0.1255,0.6249,0.9994,0.204189475,Not Significant
C12orf32,0.1014,0.6186,0.9994,0.208590084,Not Significant
TULP3,-0.1191,0.5225,0.9994,0.281913705,Not Significant
TEAD4,-0.00544,0.9847,0.9994,0.006696062,Not Significant
TSPAN9,-0.3072,0.2418,0.9994,0.616543703,Not Significant
PRMT8,0.3755,0.2744,0.9994,0.561615893,Not Significant
EFCAB4B,-0.07775,0.8421,0.9994,0.074636333,Not Significant
PARP11,-0.01729,0.9144,0.9994,0.038863783,Not Significant
CCND2,-0.1368,0.6089,0.9994,0.215454026,Not Significant
C12orf5,-0.07062,0.8112,0.9994,0.090872058,Not Significant
C12orf4,0.09512,0.7471,0.9994,0.126621264,Not Significant
RAD51AP1,-0.3235,0.3057,0.9994,0.514704561,Not Significant
DYRK4,-0.1209,0.604,0.9994,0.218963061,Not Significant
AKAP3,0.3957,0.2874,0.9994,0.541513236,Not Significant
NDUFA9,-0.1771,0.3174,0.9994,0.498393078,Not Significant
GALNT8,-0.05817,0.8784,0.9994,0.056307673,Not Significant
KCNA1,-0.04814,0.8989,0.9994,0.04628862,Not Significant
KCNA5,0.3185,0.3941,0.9994,0.404393565,Not Significant
ANO2,-0.1518,0.6735,0.9994,0.1716624,Not Significant
VWF,-0.3498,0.3547,0.9994,0.450138812,Not Significant
CD9,-0.4468,0.2295,0.9994,0.63921731,Not Significant
PLEKHG6,-0.1552,0.6911,0.9994,0.160459107,Not Significant
SCNN1A,-0.1653,0.6514,0.9994,0.186152246,Not Significant
LOC678655,0.1292,0.7073,0.9994,0.150396342,Not Significant
CD27,0.1762,0.6473,0.9994,0.188894393,Not Significant
TAPBPL,-0.3332,0.3422,0.9994,0.465719995,Not Significant
VAMP1,0.13,0.6811,0.9994,0.16678912,Not Significant
MRPL51,-0.1406,0.3142,0.9994,0.502793819,Not Significant
SCARNA10,-0.1047,0.7838,0.9994,0.105794741,Not Significant
IFFO1,0.0719,0.7812,0.9994,0.107237765,Not Significant
NOP2,-0.07449,0.6783,0.9994,0.168578183,Not Significant
LPAR5,0.3003,0.4438,0.9994,0.352812702,Not Significant
ACRBP,-0.02228,0.9526,0.9994,0.021089423,Not Significant
ING4,0.0579,0.8149,0.9994,0.088895682,Not Significant
ZNF384,0.007181,0.975,0.9994,0.010995384,Not Significant
C12orf53,0.1456,0.5815,0.9994,0.235450281,Not Significant
COPS7A,0.05388,0.7676,0.9994,0.114865034,Not Significant
MLF2,0.06885,0.6421,0.9994,0.19239733,Not Significant
PTMS,0.12,0.4648,0.9994,0.332733881,Not Significant
LAG3,0.06329,0.862,0.9994,0.064492734,Not Significant
CD4,0.03062,0.9356,0.9994,0.028909787,Not Significant
GPR162,0.2529,0.1559,0.9994,0.807153885,Not Significant
GNB3,0.04288,0.9058,0.9994,0.042967684,Not Significant
USP5,0.0459,0.587,0.9994,0.231361899,Not Significant
TPI1,-0.05134,0.8732,0.9994,0.058886273,Not Significant
SPSB2,-0.1355,0.4438,0.9994,0.352812702,Not Significant
RPL13P5,0.1826,0.4426,0.9994,0.35398859,Not Significant
DSTNP2,0.251,0.1625,0.9994,0.789146635,Not Significant
LRRC23,0.3587,0.1899,0.9994,0.721475035,Not Significant
ENO2,0.3001,0.1692,0.9994,0.771599641,Not Significant
C12orf57,-0.1355,0.635,0.9994,0.197226275,Not Significant
PTPN6,-0.01823,0.9608,0.9994,0.017367006,Not Significant
PHB2,-0.2143,0.3579,0.9994,0.446238302,Not Significant
SCARNA12,-0.07543,0.8431,0.9994,0.074120911,Not Significant
EMG1,0.02534,0.8994,0.9994,0.046047117,Not Significant
LPCAT3,-0.03088,0.8828,0.9994,0.054137676,Not Significant
C1RL,-0.4375,0.2421,0.9994,0.616005211,Not Significant
MATL2963,-0.281,0.4313,0.9994,0.365220542,Not Significant
RBP5,0.3317,0.2674,0.9994,0.572838597,Not Significant
CLSTN3,0.2032,0.4825,0.9994,0.316502682,Not Significant
PEX5,0.09196,0.5305,0.9994,0.275314612,Not Significant
CD163L1,-0.114,0.7593,0.9994,0.1195866,Not Significant
CD163,-0.2152,0.5742,0.9994,0.240936812,Not Significant
GDF3,0.06286,0.8725,0.9994,0.059234564,Not Significant
CLEC4C,0.08086,0.8358,0.9994,0.077897633,Not Significant
FOXJ2,-0.2035,0.253,0.9994,0.596879479,Not Significant
CLEC4A,-0.2721,0.4863,0.9994,0.31309573,Not Significant
FAM66C,0.3601,0.1218,0.9994,0.914352712,Not Significant
FAM90A1,0.0977,0.767,0.9994,0.115204636,Not Significant
FAM86FP,0.1872,0.5796,0.9994,0.236871623,Not Significant
MFAP5,-0.4202,0.248,0.9994,0.605548319,Not Significant
RIMKLB,-0.129,0.6425,0.9994,0.192126868,Not Significant
A2ML1,0.5955,0.1275,0.9994,0.894489815,Not Significant
PHC1,-0.04428,0.8928,0.9994,0.049245818,Not Significant
M6PR,-0.02163,0.8532,0.9994,0.068949153,Not Significant
KLRG1,-0.09786,0.6975,0.9994,0.156455788,Not Significant
C12orf33,0.1969,0.6085,0.9994,0.215739417,Not Significant
LOC144571,0.1762,0.6344,0.9994,0.197636826,Not Significant
LOC100499405,0.2384,0.4376,0.9994,0.358922687,Not Significant
LOC642846,-0.1463,0.7039,0.9994,0.152489035,Not Significant
LOC374443,-0.1474,0.5952,0.9994,0.225337077,Not Significant
CD69,0.1808,0.6094,0.9994,0.21509755,Not Significant
CLEC2B,-0.4317,0.2662,0.9994,0.574791949,Not Significant
KLRF2,-0.07363,0.7686,0.9994,0.11429962,Not Significant
GABARAPL1,0.1052,0.6951,0.9994,0.157952711,Not Significant
KLRD1,-0.02282,0.9298,0.9994,0.031610458,Not Significant
KLRC3,0.08554,0.8247,0.9994,0.083704005,Not Significant
KLRAP1,-0.1044,0.7638,0.9994,0.117020346,Not Significant
MAGOHB,-0.09565,0.7528,0.9994,0.12332039,Not Significant
STYK1,-0.1055,0.7771,0.9994,0.109523091,Not Significant
TAS2R10,-0.3545,0.3638,0.9994,0.439137305,Not Significant
PRH1-PRR4,-0.1485,0.5857,0.9994,0.232324776,Not Significant
